"","Metadata_Stiffness","Metadata_Experiment","Metadata_Row","Metadata_Treatment","Metadata_Column","Metadata_Ratio","Metadata_ECMs","Abb_ECM","Mean_Nuclei","SD_Nuclei","Mean_logNuclei","SD_logNuclei","Mean_Green","SD_Green","Mean_Green_Norm","SD_Green_Norm","Mean_Red","SD_Red","Mean_Red_Norm","SD_Red_Norm","Mean_Orange","SD_Orange","Mean_Orange_Norm","SD_Orange_Norm"
"1","1kPa","E1","02","10 uM","02","100","Laminin","LN",14.6111111111111,15.2879763939582,2.22059017324229,1.36463475046697,0.121763796436605,NA,0.104866002016567,NA,0.0302113324540125,NA,0.0313815241245912,NA,0.313001111802468,NA,0.23669948646267,NA
"2","1kPa","E1","02","10 uM","03","75/25","Collagen IDecorin","C1DN",151.777777777778,64.0312423743285,4.71111281403035,0.464627888187412,0.133563824339374,0.0453417588754305,0.114282108182649,0.0416977894709168,0.0518194710114815,0.0330721949035072,0.0486803330943803,0.0290169314606882,0.188713372871989,0.0751801263796932,0.151094060090555,0.057245078593475
"3","1kPa","E1","02","10 uM","04","50/50","Collagen ICollagen IV","C1C4",194,44.9407016708314,5.13110448290757,0.401164122470505,0.130357340866104,0.0422143519401858,0.111022841961818,0.0388372608920571,0.049077616762398,0.0303581066608839,0.0462705428061119,0.0265210259040369,0.177262833342765,0.0682882080124238,0.142257479866544,0.0521014233240835
"4","1kPa","E1","02","10 uM","05","25/75","Hyaluronic AcidFibronectin","HAFN",11.5555555555556,10.5198225587063,1.83191429664656,1.08816990730852,0.162865109123468,NA,0.142140490302315,NA,0.0429714856915144,NA,0.041516068534556,NA,0.275591799525245,NA,0.213786780792255,NA
"5","1kPa","E1","02","10 uM","06","75/25","Hyaluronic AcidGalectin 3","HAG3",10,NA,1.42871087017443,NA,0.133529749224576,NA,0.119377479032374,NA,0.0318738078455589,NA,0.0307666456115627,NA,0.191878338587471,NA,0.149072186336292,NA
"6","1kPa","E1","02","10 uM","07","25/75","LamininGalectin 3","LNG3",5.27777777777778,5.9113826169894,1.04701710800851,1.28208260107265,0.110111490265284,NA,0.0951212982704184,NA,0.0261007487131932,NA,0.026442383510227,NA,0.194781123346207,NA,0.155210316962778,NA
"7","1kPa","E1","02","10 uM","08","50/50","Tenascin CDecorin","TCDN",5.61111111111111,5.50252467307306,1.14964720124982,1.15075698043813,0.104180097736918,NA,0.0907450466763364,NA,0.0262104363401001,NA,0.0265870037773346,NA,0.208666361319697,NA,0.164330317770497,NA
"8","1kPa","E1","02","10 uM","09","75/25","LamininGalectin 3","LNG3",14.8333333333333,18.7216452268491,2.29680141793825,0.675691757912448,0.162454044536473,0.0797077251726744,0.142694187484047,0.0746865222627784,0.0586048600040281,0.0625245714743495,0.0549644455935473,0.0549661691706548,0.248304787206663,0.148288737573328,0.194512336247853,0.109184626435795
"9","1kPa","E1","02","10 uM","10","50/50","Collagen IVOsteopontin","C4OPN",146.444444444444,35.582455102355,4.87752557899008,0.266821633394925,0.151784802211935,0.0487177399885078,0.13072260433205,0.0459078437523205,0.053164449811091,0.0370448443568708,0.049935726656851,0.0324727675442209,0.183252102548866,0.0740253148409388,0.146984812281302,0.0560875486536626
"10","1kPa","E1","02","10 uM","11","100","Collagen I","C1",176.777777777778,44.0189353195493,5.07349050988945,0.31550787364878,0.153247308197114,0.0490650500083017,0.132227248611966,0.0461920704002511,0.0567877906361523,0.0365290943415371,0.0530381599899132,0.031987742106632,0.18077046542471,0.0679785112872453,0.145024502054391,0.052269607372034
"11","1kPa","E1","02","10 uM","12","50/50","OsteopontinGalectin 3","OPNG3",8.44444444444444,NA,1.89232662774071,NA,0.147206296934685,NA,0.13066507157213,NA,0.0338228964357533,NA,0.0332699113181593,NA,0.215859928181783,NA,0.169350529221796,NA
"12","1kPa","E1","02","DMSO","02","100","Laminin","LN",17.7777777777778,17.4100864762675,2.60993197718489,0.818182143214094,0.195390981124612,0.0967635717676698,0.174955072433048,0.0941084134802871,0.118722275265622,0.0800717253203112,0.107843327427356,0.0726814000577169,0.233218381521514,0.0857732102153191,0.1845572608161,0.0617343555694454
"13","1kPa","E1","02","DMSO","03","75/25","Collagen IDecorin","C1DN",190.222222222222,61.2581060395729,5.19782661061899,0.35721571653542,0.186567943105896,0.0618537666903302,0.163520527454307,0.0587594175872475,0.10763835786303,0.0665873134854517,0.097819069786135,0.0596858900894319,0.14977684695188,0.0494298249863038,0.119326651986391,0.0382783309857499
"14","1kPa","E1","02","DMSO","04","50/50","Collagen ICollagen IV","C1C4",246.555555555556,45.9468291736341,5.45897758871475,0.207787658255297,0.153480703541121,0.0541042129745538,0.132779116180667,0.0512355207348762,0.083090452386836,0.0519482173967681,0.0761004786313203,0.0460530640329775,0.118585929267836,0.0420702449031625,0.0944979308645348,0.0333292588957888
"15","1kPa","E1","02","DMSO","05","25/75","Hyaluronic AcidFibronectin","HAFN",8.88888888888889,4.42216638714053,2.04283171612545,0.526180544520049,0.141986304393417,0.070895434318301,0.124551350895219,0.0662357018217948,0.066664124147899,0.0509348414002567,0.0620182453777737,0.0445154597482593,0.174717923877393,0.0624586408047684,0.14047886575792,0.0490699258396674
"16","1kPa","E1","02","DMSO","06","75/25","Hyaluronic AcidGalectin 3","HAG3",23.6666666666667,25.269656815152,2.41166216847045,1.24321439440934,0.169504274277688,NA,0.148353363665272,NA,0.0865801749816419,NA,0.0797196267640523,NA,0.21148170416585,NA,0.166940785589311,NA
"17","1kPa","E1","02","DMSO","07","25/75","LamininGalectin 3","LNG3",118.555555555556,320.5041168049,2.66694620561595,2.02532196137129,0.173150471293497,0.0801054934438217,0.153737501110949,0.07685163807119,0.0949593736766068,0.0541549075431582,0.0867585840681057,0.0476818087635622,0.148960910519721,0.0575899890189223,0.119616101110196,0.0453928836143691
"18","1kPa","E1","02","DMSO","08","50/50","Tenascin CDecorin","TCDN",14,24.101636643367,1.83123749813103,1.14737737916237,0.131023024111397,NA,0.114984883759917,NA,0.0800834745728903,NA,0.0741834865329876,NA,0.150055271144194,NA,0.120288741922905,NA
"19","1kPa","E1","02","DMSO","09","75/25","LamininGalectin 3","LNG3",19,16.3774913287177,2.70428482920379,0.604797558710645,0.169665310743576,0.0649504142606999,0.148329982191262,0.0607127362677097,0.0880378975106812,0.0575451802073259,0.0807558504607016,0.0502019216180388,0.1906227402717,0.0916658543669903,0.151935308579156,0.0661276689964931
"20","1kPa","E1","02","DMSO","10","50/50","Collagen IVOsteopontin","C4OPN",250.111111111111,107.293988648013,5.19832595511359,1.19108835860787,0.179629588221868,0.0639147451080224,0.157133692536699,0.0609574749019071,0.120520892919516,0.0837724004040402,0.109287630503839,0.0750869290604191,0.136886684628413,0.0450227473818504,0.109619519255336,0.0365167650115691
"21","1kPa","E1","02","DMSO","11","100","Collagen I","C1",260.222222222222,53.1716298623827,5.48438998828082,0.250531581264435,0.192220843269122,0.0643423906777209,0.169088982276962,0.0621552475498114,0.120050999573773,0.0715254134235744,0.10867040845575,0.0640182850586175,0.142330177008624,0.045675747111291,0.114308454693416,0.0359333872030894
"22","1kPa","E1","02","DMSO","12","50/50","OsteopontinGalectin 3","OPNG3",88.7777777777778,180.168439707588,3.00888389761015,1.78021724887054,0.158610141539019,0.0652515868883131,0.140929012947685,0.0616042779646145,0.0836253264775151,0.0526515423355593,0.0764729788695495,0.0468276257010972,0.137999541321326,0.0608290376027552,0.111397817185119,0.0477205261532721
"23","1kPa","E1","03","10 uM","02","100","Collagen IV","C4",162.777777777778,31.3209195267317,5.05778593472866,0.226079137470446,0.125583493407524,0.0357682091106334,0.106648601941995,0.0324949504547926,0.0469307339985158,0.0280665963757143,0.0444475662999825,0.0244485617678757,0.167525920987494,0.056488084173675,0.134782161336923,0.0441168782783394
"24","1kPa","E1","03","10 uM","03","25/75","Collagen ICollagen IV","C1C4",209.444444444444,46.3884564184764,5.27814103116955,0.243482576184179,0.119739078773308,0.036339533256017,0.101570848976997,0.0329397716762055,0.0498112596465491,0.031656082678414,0.0469703824700458,0.0276209577243358,0.1213235240463,0.0548925941181394,0.0966411587335965,0.0429311361866615
"25","1kPa","E1","03","10 uM","04","50/50","Hyaluronic AcidOsteopontin","HAOPN",3.5,2.17306746840088,1.06161916536711,0.650429771005805,0.135148295601488,NA,0.117801446151369,NA,0.0494418016369947,NA,0.0466569894512674,NA,0.188109437302642,NA,0.149113764631752,NA
"26","1kPa","E1","03","10 uM","05","100","Fibronectin","FN",18.6666666666667,29.9091216112335,2.2236978016637,1.23100954462788,0.111101869103831,0.0704834103332483,0.0990616923328353,0.066569337137851,0.0262909968989717,0.0283161164395243,0.0263050846101242,0.0248524100632204,0.109507955009946,0.0502419482939421,0.0878903694789093,0.0401423942179234
"27","1kPa","E1","03","10 uM","06","50/50","OsteopontinDecorin","OPNDN",10.6666666666667,12.5432584814845,1.74759539913399,1.44181758450587,0.0872627126728111,NA,0.0762385271075134,NA,0.0138735680313991,NA,0.013902728097816,NA,0.126896744340544,NA,0.10217853296355,NA
"28","1kPa","E1","03","10 uM","07","75/25","OsteopontinFibronectin","OPNFN",3.88888888888889,NA,1.18999593537812,NA,0.139244888554895,0.0906236501606254,0.122597975349899,0.0850165307712396,0.0340856892993378,0.0293697761210937,0.0334221926756356,0.0253079621118882,0.189610206365226,0.0775668715731228,0.152735861468066,0.0616550617630857
"29","1kPa","E1","03","10 uM","08","50/50","LamininDecorin","LNDN",11.9444444444444,13.562612006706,1.61775329559312,0.761393596037004,0.160122640212571,NA,0.143404382182354,NA,0.0490683476178419,NA,0.0463765170084637,NA,0.165023114104483,NA,0.130979905732282,NA
"30","1kPa","E1","03","10 uM","09","25/75","LamininFibronectin","LNFN",6.83333333333333,1.43372087784044,1.74549036693095,0.513953604417616,0.167099349952481,NA,0.147328805716615,NA,0.0767755481123739,NA,0.0714361557144137,NA,0.183488916415087,NA,0.146701085668597,NA
"31","1kPa","E1","03","10 uM","10","75/25","Collagen IGalectin 3","C1G3",144.444444444444,48.4745064727613,4.69673473925447,0.272198073017031,0.155217776311985,0.0500268775813447,0.134027461740737,0.0472883316270534,0.0600385136130775,0.0383003638285769,0.0559133795141497,0.0337910844331173,0.147338832944651,0.0476633810019811,0.118405189512201,0.0380909647139757
"32","1kPa","E1","03","10 uM","11","50/50","LamininFibronectin","LNFN",6.11111111111111,8.39973544556944,1.25217546737094,0.975761198088766,0.145594774114792,NA,0.129446054067113,NA,0.0419187208236281,NA,0.0398439580319622,NA,0.155303706137648,NA,0.123816470644381,NA
"33","1kPa","E1","03","10 uM","12","25/75","Hyaluronic AcidGalectin 3","HAG3",6,NA,1.10782202864653,NA,0.129639672945666,NA,0.113500186680444,NA,0.0418312318907277,NA,0.0400141987826186,NA,0.132837716052963,NA,0.105083186172721,NA
"34","1kPa","E1","03","DMSO","02","100","Collagen IV","C4",340.888888888889,108.139827178622,5.77401914330705,0.343088243775026,0.14437060738287,0.0478116257627691,0.123879354933291,0.0445339725076625,0.0839297431960411,0.056613622675678,0.0768420418527101,0.0502707643188091,0.131506543201378,0.049612402279882,0.104305437361509,0.0383391803420634
"35","1kPa","E1","03","DMSO","03","25/75","Collagen ICollagen IV","C1C4",333.444444444444,67.9942808052429,5.74608487251934,0.211411169570404,0.146952582131867,0.0484591204248557,0.126469592057653,0.0450863645898495,0.0821605644466418,0.0493823593705867,0.0752275689456716,0.0435398435995397,0.0964263536373192,0.03275161135472,0.0760667977793223,0.0267444466929057
"36","1kPa","E1","03","DMSO","04","50/50","Hyaluronic AcidOsteopontin","HAOPN",23.2222222222222,23.4426012966897,2.75662602140434,1.11092400077542,0.18718413522697,0.0635805342925955,0.165266201019589,0.0613332608241353,0.087802261239732,0.05437532239712,0.0805520253328714,0.0480220861179263,0.146281504078087,0.0526317920735777,0.117523384339035,0.0409584893352635
"37","1kPa","E1","03","DMSO","05","100","Fibronectin","FN",11.3333333333333,7.32575365861197,1.93021925454493,1.12317124456465,0.118766157983364,NA,0.10364407943907,NA,0.0561579006052287,NA,0.0525913994839743,NA,0.102647879109305,NA,0.0821850713512976,NA
"38","1kPa","E1","03","DMSO","06","50/50","OsteopontinDecorin","OPNDN",26,26.006409466386,2.78824361046407,0.871384143186913,0.121050466708823,0.0498660150776696,0.105900912281365,0.0463647591649204,0.0552899418949293,0.0479303032370685,0.0522876019159165,0.0416121113629676,0.100341681065122,0.0354168634710093,0.0809249406416297,0.0292932178861392
"39","1kPa","E1","03","DMSO","07","75/25","OsteopontinFibronectin","OPNFN",60.8888888888889,116.962482113805,2.92861567347965,1.49019662346312,0.169556714785626,0.0762674365280541,0.149433199620728,0.0712508963674646,0.0943763047269462,0.066338628443605,0.0863593130984923,0.0583353571552231,0.136998486864449,0.0763041152378636,0.109843111647057,0.0574217162819667
"40","1kPa","E1","03","DMSO","08","50/50","LamininDecorin","LNDN",27,50.1054443704031,2.39364785192834,1.44455458615917,0.188170060010037,NA,0.166933806016903,NA,0.104822495087719,NA,0.0958851770938542,NA,0.159142438556217,NA,0.127516737069396,NA
"41","1kPa","E1","03","DMSO","09","25/75","LamininFibronectin","LNFN",16.7777777777778,18.6785676348292,2.3665634055733,1.36826756807841,0.170351302116211,0.0657889040460334,0.150760758306464,0.0619192358894217,0.0817467855931586,0.0507292990997603,0.0750025251605881,0.0446692522762192,0.134549322699884,0.0420678743787608,0.108536443776252,0.0337352923769122
"42","1kPa","E1","03","DMSO","10","75/25","Collagen IGalectin 3","C1G3",176.555555555556,71.6767434776131,4.94656548164516,0.6908732727608,0.19260356737211,0.0668036227968731,0.170363050550311,0.0635991054283751,0.126565234143072,0.0808108315782635,0.114401948689904,0.0729339787367739,0.11846487734104,0.034607415796369,0.095222288135759,0.028849982668242
"43","1kPa","E1","03","DMSO","11","50/50","LamininFibronectin","LNFN",53.7777777777778,72.2288031189774,3.27277663365679,1.48227453854941,0.175569597465494,0.0752221685661869,0.155616813939334,0.0715669918279834,0.089782994371859,0.123706707559896,0.0840915398525401,0.120317007534817,0.123709711358062,0.0505157098109113,0.0994525081260352,0.0411719873520238
"44","1kPa","E1","03","DMSO","12","25/75","Hyaluronic AcidGalectin 3","HAG3",37.1111111111111,38.7585116099964,2.91689897133071,1.0287800832626,0.162259655935532,0.0693272755132855,0.143062954139262,0.0655934044183979,0.094810282706576,0.0620557325188723,0.0866277145753331,0.054860713434403,0.128285606998904,0.0435959157640397,0.103550461234261,0.0353733237290451
"45","1kPa","E1","04","10 uM","02","25/75","LamininDecorin","LNDN",6.66666666666667,6.20931200339905,1.45895453942237,0.907922423815574,0.101766742025471,NA,0.0881019365732495,NA,0.0391017487170151,NA,0.0389298688823402,NA,0.190516897686218,NA,0.150359381465963,NA
"46","1kPa","E1","04","10 uM","03","75/25","OsteopontinGalectin 3","OPNG3",32.4444444444444,18.405916923038,2.70460008848631,0.834963644746784,0.1132277371835,NA,0.0974618510085569,NA,0.0405718750119298,NA,0.0393272393462937,NA,0.108683197521438,NA,0.0862508227844579,NA
"47","1kPa","E1","04","10 uM","04","75/25","Collagen IVHyaluronic Acid","C4HA",176,45.4520504365742,4.52669788591979,0.500741128128253,0.142837233616365,0.0656077460551519,0.12339667623898,0.0612721634005219,0.0551078427092035,0.0379286988908933,0.0517620113812361,0.0327779942366134,0.129166819601099,0.054567899128593,0.102850846656687,0.0443793891834891
"48","1kPa","E1","04","10 uM","05","75/25","Galectin 3Fibronectin","G3FN",21.2222222222222,28.9328725001703,2.38614615186873,1.23160828333548,0.115749022245902,0.0741796882634474,0.103222680873442,0.0714488804745812,0.0309657027670666,0.0321250989498025,0.0305644200997414,0.0279753781467833,0.147705034125005,0.132855384307529,0.115682472317826,0.0989855612894502
"49","1kPa","E1","04","10 uM","06","75/25","Collagen IVOsteopontin","C4OPN",226.444444444444,80.4128237423747,5.3356958787461,0.459598952547975,0.126421541549588,0.0402570016296221,0.107579925309289,0.0369609791463548,0.0498365802288689,0.033552574555128,0.0470216237112126,0.0292763894406266,0.102654967894033,0.0374283531231882,0.0811063898981629,0.030644341971749
"50","1kPa","E1","04","10 uM","07","50/50","Collagen IVFibronectin","C4FN",198.666666666667,58.5168541723,5.15128493977909,0.417870048789867,0.134321753502282,0.0579548160624815,0.115085117559849,0.0530959949568339,0.0516961103517151,0.0450907979720589,0.0486647469102481,0.0406349252043709,0.110903238408043,0.0377001469242988,0.0883396339132097,0.0312213983915928
"51","1kPa","E1","04","10 uM","08","75/25","Collagen IOsteopontin","C1OPN",11.5555555555556,18.4421015914974,1.65004863804879,1.12046716064718,0.120998408168704,NA,0.105328574172539,NA,0.0326633502563294,NA,0.0324718622416138,NA,0.120749775680133,NA,0.0965731225159411,NA
"52","1kPa","E1","04","10 uM","09","50/50","DecorinFibronectin","DNFN",4.88888888888889,2.5603819159562,1.30382974832416,0.530860107587306,0.131422998574565,NA,0.114826024400349,NA,0.0319811922727837,NA,0.0321501042087855,NA,0.12615793838096,NA,0.100435275024801,NA
"53","1kPa","E1","04","10 uM","10","25/75","OsteopontinFibronectin","OPNFN",13.3333333333333,17.10425548089,2.10699047110648,0.97627678796105,0.120027946201456,0.0645271944530302,0.104643435241021,0.0595207798119193,0.0508059937267441,0.0693805582598354,0.0485009279264139,0.0623616505070903,0.115107212226103,0.0549408469674078,0.0918077467023133,0.0439653886851421
"54","1kPa","E1","04","10 uM","11","50/50","Collagen IOsteopontin","C1OPN",106.666666666667,25.1727365748475,4.06073832614793,0.86177433888054,0.148824266611515,0.0584315470842521,0.130780085027739,0.0548485970152816,0.0592678847612694,0.0458230558036726,0.0550906907918565,0.0402146653838254,0.121047412542169,0.0440034505381282,0.0972218564843663,0.0341776248756081
"55","1kPa","E1","04","10 uM","12","25/75","Collagen IVGalectin 3","C4G3",137.444444444444,68.0057187137801,4.625410679175,0.397883496151868,0.180119701813993,0.0682147585206119,0.158370449236527,0.0673247469315319,0.0795541997086981,0.0631340194481368,0.0730877277231846,0.0565316865658612,0.151908663058247,0.0483761060233378,0.122025605808704,0.0386411378031474
"56","1kPa","E1","04","DMSO","02","25/75","LamininDecorin","LNDN",81.7777777777778,198.567648702177,3.0077856236456,1.44603007728927,0.186291594560937,0.0829991624550273,0.164643084415247,0.0798031571469179,0.0849950421890313,0.0568095765950324,0.0780177154479108,0.050180427975587,0.203048314676242,0.0693881585196823,0.161763432083059,0.0508468476381751
"57","1kPa","E1","04","DMSO","03","75/25","OsteopontinGalectin 3","OPNG3",22.5,11.5542200082913,2.95167759268335,0.450167400486934,0.162531745740604,0.0677771429439733,0.141599976694441,0.0635661455948913,0.103898841367437,0.100490161410008,0.0954027868768411,0.091866388669744,0.145708137977377,0.056468322655375,0.117080611142177,0.0449836201219581
"58","1kPa","E1","04","DMSO","04","75/25","Collagen IVHyaluronic Acid","C4HA",169.111111111111,107.538106940956,4.34475130060467,0.961224671719816,0.174010589915334,0.0809692311867244,0.153353213200303,0.0764843322508419,0.0864238484688886,0.0590852380697756,0.079229860577877,0.0519842082144568,0.113600384720065,0.0496584582022933,0.0912221496610152,0.040663553201019
"59","1kPa","E1","04","DMSO","05","75/25","Galectin 3Fibronectin","G3FN",15.2222222222222,12.440971737681,2.33462045810793,1.21167976315713,0.121529468578015,NA,0.105394519933768,NA,0.0685732641589805,NA,0.06354822155346,NA,0.0972537933991784,NA,0.0776006548197503,NA
"60","1kPa","E1","04","DMSO","06","75/25","Collagen IVOsteopontin","C4OPN",321.444444444444,70.4548712928275,5.74754131716895,0.221434031096367,0.151424970828463,0.0501291344689706,0.130430407848065,0.0470279662732331,0.0878058817415579,0.0488774984018126,0.0801319127975732,0.0431036676675998,0.083504352685394,0.0287619206410678,0.0652517400893483,0.023870983845414
"61","1kPa","E1","04","DMSO","07","50/50","Collagen IVFibronectin","C4FN",282.666666666667,48.3517206404166,5.61279325818204,0.160707456862497,0.161259879638718,0.0565653444972888,0.140061770952565,0.0535974310419823,0.0932841594953764,0.0579032603390428,0.0850782131098612,0.0512899918808574,0.0902544985051165,0.0302967897299288,0.0712071609237791,0.0251876041678534
"62","1kPa","E1","04","DMSO","08","75/25","Collagen IOsteopontin","C1OPN",25.3333333333333,18.4360757453664,2.62272869860006,1.16584583415747,0.154279976665398,NA,0.134771179699948,NA,0.0925629208547133,NA,0.0850959223885203,NA,0.133586162957139,NA,0.107138655658117,NA
"63","1kPa","E1","04","DMSO","09","50/50","DecorinFibronectin","DNFN",21.2777777777778,20.9536525588155,2.7288875484394,1.05293581108798,0.135461628379598,0.0526118613582767,0.116377519514512,0.0483462454161074,0.0569022544128864,0.0479539907900461,0.0538616583652259,0.0418280163506526,0.102936346260472,0.0492931889537003,0.0816759197349241,0.0396233699415285
"64","1kPa","E1","04","DMSO","10","25/75","OsteopontinFibronectin","OPNFN",18.8888888888889,19.1862219082109,2.48453393013194,1.02344407304715,0.143545133240573,0.0631973946477718,0.124879570307603,0.05900083151322,0.0686850527977256,0.0586211810796332,0.0638579437200227,0.0518167299420659,0.113574092183209,0.0486881030736964,0.0906242933889028,0.0407022961356239
"65","1kPa","E1","04","DMSO","11","50/50","Collagen IOsteopontin","C1OPN",98.5555555555556,71.8014236937155,4.22059678084783,1.08486809058838,0.197224094190413,0.0679126722471436,0.175783248707761,0.0658371703361095,0.122910696749543,0.0682265523642057,0.110932653545461,0.0610286297712662,0.126640579560932,0.0353440766509127,0.102188454820296,0.0289955230182091
"66","1kPa","E1","04","DMSO","12","25/75","Collagen IVGalectin 3","C4G3",205.222222222222,122.004553649079,5.12143577609269,0.692672188875385,0.197109488336444,0.0595368789617983,0.17465539936439,0.0576675915345247,0.123252995995103,0.0664777013074916,0.111462257790095,0.0593953610496249,0.12244656365993,0.0389153746792525,0.0980424843759267,0.0308761567626969
"67","1kPa","E1","05","10 uM","02","50/50","Collagen IVHyaluronic Acid","C4HA",119.111111111111,30.6249716553157,4.72968157574656,0.274822840729588,0.13611174035905,0.0447906999063941,0.116365004374422,0.0416090740812309,0.0490053226994741,0.0314443802224761,0.0462540779591666,0.0275817567468335,0.15371376799608,0.061370556285531,0.123169954906485,0.0475774134929557
"68","1kPa","E1","05","10 uM","03","75/25","LamininHyaluronic Acid","LNHA",4.66666666666667,1.69967317119759,1.37199875418768,0.55650496107171,0.132189142733256,NA,0.1171517250063,NA,0.0483980851174389,NA,0.0460575654912309,NA,0.166126155502335,NA,0.12960971905476,NA
"69","1kPa","E1","05","10 uM","04","100","Galectin 3","G3",22.2222222222222,17.8916492004262,2.1870322352343,1.28390436755335,0.107718850780827,NA,0.0949928523035711,NA,0.0399943929136402,NA,0.0384148217938712,NA,0.113460011817609,NA,0.0904519036735211,NA
"70","1kPa","E1","05","10 uM","05","50/50","Collagen IVGalectin 3","C4G3",163.666666666667,44.3233071369404,5.02455249236161,0.337689605441703,0.130726565061867,0.0506501832321795,0.111895530608717,0.0471569144337101,0.053260810705592,0.0395377639307897,0.0499462379609037,0.0347097862885618,0.104479430432932,0.0381250644615291,0.0827973023830937,0.0314606572942423
"71","1kPa","E1","05","10 uM","06","50/50","Hyaluronic AcidFibronectin","HAFN",15.2222222222222,21.8454165037479,1.92161393378861,1.26839350406173,0.118227154804497,NA,0.103192579664188,NA,0.0283799287166008,NA,0.02890027757261,NA,0.10728672106049,NA,0.0854083185535021,NA
"72","1kPa","E1","05","10 uM","07","75/25","Hyaluronic AcidFibronectin","HAFN",11.8888888888889,8.45905169363301,2.12572192975543,0.546204889223644,0.113101825621558,0.0584139441948705,0.0985116238724863,0.0530442964023619,0.0289590610514355,0.0333626922734887,0.028799893089142,0.0294167807020714,0.110053507125145,0.0588726349829447,0.087369952635762,0.0466275672369372
"73","1kPa","E1","05","10 uM","08","25/75","Collagen IVFibronectin","C4FN",90,17.0945085399441,4.35354580540577,0.155354728745948,0.144916449752534,0.0456507471014065,0.124601308735801,0.0426834665778202,0.0618153940728551,0.0440538427931801,0.0574832986459099,0.0389372343261468,0.114617499854532,0.0346378810305006,0.0914316877261,0.0289260477893946
"74","1kPa","E1","05","10 uM","09","25/75","Hyaluronic AcidOsteopontin","HAOPN",6.55555555555556,4.73755680118397,1.64529251481315,0.973465121182183,0.138328358417458,NA,0.123544009058375,NA,0.0469606258029622,NA,0.044830626833436,NA,0.120012630096365,NA,0.0964390809310484,NA
"75","1kPa","E1","05","10 uM","10","75/25","DecorinGalectin 3","DNG3",12.5,12.281422284627,1.88021712086996,1.07497514899668,0.111898387865883,NA,0.0974332235566604,NA,0.0331202848439527,NA,0.0327987692914566,NA,0.10560981473494,NA,0.083894219109391,NA
"76","1kPa","E1","05","10 uM","11","25/75","Collagen ILaminin","C1LN",106.111111111111,35.7568952169446,4.32604661870819,0.699068658483747,0.150122129371623,0.0497594774627033,0.129527072209136,0.0466408940014547,0.0519294998319597,0.037436734729178,0.0487365115987159,0.0330561197449786,0.125760674840694,0.0376348623158942,0.100720058877081,0.0312249241826886
"77","1kPa","E1","05","10 uM","12","75/25","Hyaluronic AcidOsteopontin","HAOPN",11.7222222222222,13.4391633337463,1.8586722469745,1.65365694215448,0.0915870053194728,NA,0.0819682183075541,NA,0.0231651698550505,NA,0.0238480966689952,NA,0.0815705058428042,NA,0.0652103064942312,NA
"78","1kPa","E1","05","DMSO","02","50/50","Collagen IVHyaluronic Acid","C4HA",199,99.6354466152595,5.18257754708655,0.45720442895213,0.162371310744949,0.0575208744656643,0.140712044900245,0.0542705268150399,0.0930702244628004,0.0574336286638824,0.0848487163014432,0.0511062699966493,0.133338489004486,0.0480684717407858,0.106040442785284,0.0373904808971177
"79","1kPa","E1","05","DMSO","03","75/25","LamininHyaluronic Acid","LNHA",14.4444444444444,12.2247472139282,2.26247095314098,0.997725886118587,0.209649075411652,NA,0.186100876800747,NA,0.0922241691998241,NA,0.0841005100972308,NA,0.163574749437003,NA,0.132042182417974,NA
"80","1kPa","E1","05","DMSO","04","100","Galectin 3","G3",14.6666666666667,9.14087280053473,2.45176084557996,0.985361156978504,0.178498766714312,0.0845041572456413,0.157996696242631,0.0802162080775559,0.0883896705677928,0.0725584639398771,0.0811157676535687,0.0639666400820783,0.143689277998658,0.0555319006256108,0.11553664674957,0.0431071635840148
"81","1kPa","E1","05","DMSO","05","50/50","Collagen IVGalectin 3","C4G3",247.111111111111,50.9313263129874,5.43671007646114,0.24948239535484,0.155682781482798,0.0539699792123616,0.134976118629391,0.0511838346235243,0.0922657140080907,0.0586041890722358,0.0841379259133109,0.0519603095030993,0.089166615571618,0.0311130979453585,0.0701881756452687,0.0256997501250369
"82","1kPa","E1","05","DMSO","06","50/50","Hyaluronic AcidFibronectin","HAFN",15.2222222222222,13.3374993491617,2.43891980709353,0.947328350157664,0.152899288397834,0.0526889000811483,0.133351400101518,0.0498065660242752,0.0683762713385762,0.0485843996387819,0.063214964523977,0.0423713411025828,0.113190697781623,0.0449771598913328,0.0909064258215124,0.0373231240001347
"83","1kPa","E1","05","DMSO","07","75/25","Hyaluronic AcidFibronectin","HAFN",11.7777777777778,10.6562449087639,2.13924948006463,1.02197394475687,0.137286637483228,0.0588909152641543,0.119421870816347,0.0554259779526653,0.0639687792447148,0.0418189620359933,0.0596906968270776,0.0362859850687332,0.107037741670454,0.0396709396811785,0.0855673287999722,0.0324686289837459
"84","1kPa","E1","05","DMSO","08","25/75","Collagen IVFibronectin","C4FN",198.444444444444,64.9101943714031,5.16833595714785,0.325979921188657,0.182101486892051,0.0611675088203509,0.160220814045988,0.0599180300184347,0.105496941080315,0.0628345656380731,0.0958804489363384,0.0562325683377637,0.101374305190839,0.0340944985624349,0.0804583895446459,0.0276594279941099
"85","1kPa","E1","05","DMSO","09","25/75","Hyaluronic AcidOsteopontin","HAOPN",19.8888888888889,25.7207222984806,2.24549388262583,1.7854454690743,0.140569373152064,NA,0.123155241953493,NA,0.050267062168463,NA,0.0480050196837339,NA,0.0857770696408208,NA,0.0688203808362357,NA
