"","Metadata_Stiffness","Metadata_Experiment","Metadata_Row","Metadata_Treatment","Metadata_Column","Metadata_Ratio","Metadata_ECMs","Abb_ECM","Mean_Nuclei","SD_Nuclei","Mean_logNuclei","SD_logNuclei","Mean_Green","SD_Green","Mean_Green_Norm","SD_Green_Norm","Mean_Red","SD_Red","Mean_Red_Norm","SD_Red_Norm","Mean_Orange","SD_Orange","Mean_Orange_Norm","SD_Orange_Norm"
"457","1kPa","E2","12","10 uM","04","75/25","LamininFibronectin","LNFN",30.1111111111111,20.712315177208,3.19217815263842,0.707618698944614,0.104127108702767,0.0632856579270524,0.120851653789974,0.0693878063027959,0.0470328656959729,0.037956755871643,0.0512214748878222,0.0436986524115418,0.0633748396718702,0.0430994711695021,0.0856645723271283,0.0575043776379538
"458","1kPa","E2","12","10 uM","05","75/25","LamininDecorin","LNDN",97.5555555555556,57.3866031598162,4.4325563724933,0.600070743641017,0.15574334871828,0.0580308326438659,0.178993551782406,0.0589148379076103,0.0738339055742239,0.043100927322599,0.0817138818228275,0.0496132869228902,0.0945331553500363,0.0351801540890821,0.126097412671681,0.0489822323275515
"459","1kPa","E2","12","10 uM","06","75/25","Collagen ILaminin","C1LN",29.8888888888889,29.8477618740315,3.0442703544588,0.958106716039164,0.121046322204833,0.0753861943556989,0.137826771670777,0.0777390542884609,0.0436122298546341,0.0299016559213089,0.0469310004062074,0.0346565038869643,0.107913109975453,0.102500042821157,0.13997957503106,0.114875734990954
"460","1kPa","E2","12","10 uM","07","50/50","Collagen ICollagen IV","C1C4",88.3333333333333,56.3678395304746,4.24211783440715,0.458397479966103,0.165433864777191,0.0506128552922357,0.188840413507923,0.0508566295850203,0.0695794101173132,0.0423082577341918,0.0766530433241505,0.0478998195328567,0.100012306373708,0.0266851824464395,0.133112573560726,0.0371039061808328
"461","1kPa","E2","12","10 uM","08","50/50","DecorinFibronectin","DNFN",15.8888888888889,8.31998931623246,2.40522654513185,0.741731644827502,0.14509884721744,0.0637942072356678,0.168384882370722,0.0663635709514197,0.0672826731110342,0.0610732918544443,0.0738706146844447,0.0709674683316919,0.0963123107791268,0.0417702081261341,0.12913101969538,0.0596102460280837
"462","1kPa","E2","12","DMSO","02","25/75","Hyaluronic AcidOsteopontin","HAOPN",27.7222222222222,45.8396965279852,2.45049107390807,1.02376787045841,0.163056337524623,NA,0.181777966404119,NA,0.0955906126896544,NA,0.106603756960565,NA,0.112049484548116,NA,0.152125340976589,NA
"463","1kPa","E2","12","DMSO","03","75/25","OsteopontinGalectin 3","OPNG3",14.1111111111111,8.85688683705762,2.45445348463799,0.696556931924885,0.167592640328464,0.129825989504994,0.188460300476309,0.144514018134588,0.0959258831750854,0.0608578815429856,0.107135574525328,0.0698155242522988,0.107253522003352,0.0543592764050898,0.147650344009897,0.0852440517301429
"464","1kPa","E2","12","DMSO","04","75/25","LamininFibronectin","LNFN",17.6111111111111,9.08906546962399,2.52475949295015,0.933477860274397,0.197279824150673,NA,0.219465338092118,NA,0.100703106306479,NA,0.112814699654705,NA,0.111831534027959,NA,0.154982780535979,NA
"465","1kPa","E2","12","DMSO","05","75/25","LamininDecorin","LNDN",77.6111111111111,32.1757327465557,4.26482621693273,0.453818136902379,0.217436175401745,0.0627251870609983,0.240741408807647,0.0697546969481793,0.126293156411687,0.0593571516132074,0.142265312691751,0.0675583767066982,0.115885276591212,0.0308157364343001,0.159047558397956,0.0481145114221355
"466","1kPa","E2","12","DMSO","06","75/25","Collagen ILaminin","C1LN",17.7222222222222,15.3821686088507,2.5074888305719,1.2451825138643,0.142148888629537,0.065940061089365,0.162076071721896,0.0706670324275809,0.102925825329801,0.0978919891306442,0.114115782609821,0.107037594546639,0.0823630043063553,0.0362572067894883,0.108351916563138,0.0482913348199295
"467","1kPa","E2","12","DMSO","07","50/50","Collagen ICollagen IV","C1C4",139.833333333333,52.9690685421428,4.63281864161245,0.425775021269764,0.216875955554637,0.0608614543338669,0.239191841262799,0.064259439006105,0.124853164835102,0.0690084891518286,0.140297788648744,0.0751515172228382,0.108868025483589,0.0288280813875997,0.148339332065489,0.0456057074748069
"468","1kPa","E2","12","DMSO","08","50/50","DecorinFibronectin","DNFN",14.2222222222222,8.43274042711568,2.4210027000826,0.800132397543911,0.132612122545402,0.0854322804175164,0.15323547959027,0.0886104749797432,0.0966703758858627,0.0687310820508399,0.107828502327469,0.0785386227278846,0.0857453999464185,0.0642607711929547,0.117209551152883,0.0990279028958375
"469","25kPa","E1","02","10 uM","02","100","Laminin","LN",37.4444444444444,61.9991039361771,2.51988869192244,0.848119484613509,0.103349528513941,NA,0.0891010881843724,NA,0.0194663857843758,NA,0.0198032577084418,NA,0.14120010216539,NA,0.112508440674556,NA
"470","25kPa","E1","02","10 uM","03","75/25","Collagen IDecorin","C1DN",205.111111111111,46.2445191947711,5.30370590366505,0.247071600860385,0.122177588971695,0.035439080420911,0.104863466687094,0.0323604121703823,0.0437885184054936,0.0269376406254009,0.0418234180557657,0.0234349745970567,0.11085622258386,0.0335402731989876,0.088264334234757,0.0279456099653753
"471","25kPa","E1","02","10 uM","04","50/50","Collagen ICollagen IV","C1C4",225.666666666667,96.1902050915557,5.32005849890943,0.55826499669396,0.111502821180308,0.034419687954907,0.0949442113918667,0.0310355043326248,0.0380359655603579,0.0244820450227895,0.036843450697264,0.0212847586755528,0.101896081620648,0.0347884304913082,0.0804562422133062,0.0289905033898387
"472","25kPa","E1","02","10 uM","05","25/75","Hyaluronic AcidFibronectin","HAFN",25.2222222222222,50.812290726643,1.77727162386133,1.54837517287548,0.111278231576002,NA,0.096775519972011,NA,0.0330179559292752,NA,0.0324020365287851,NA,0.12605692154112,NA,0.10098543619785,NA
"473","25kPa","E1","02","10 uM","06","75/25","Hyaluronic AcidGalectin 3","HAG3",72.4444444444444,202.865582207639,1.95587559167772,1.85113615260688,0.0742600630276232,0.0206780329990301,0.0646849474058577,0.0165437991793617,0.0118590892699918,0.00977265631426216,0.0140064233451492,0.00814348087685541,0.0776254650091538,0.0436546606822623,0.0618326707947007,0.0362742486201568
"474","25kPa","E1","02","10 uM","07","25/75","LamininGalectin 3","LNG3",29,73.8098156676257,1.65937384368754,1.81188613872048,0.100330948917291,NA,0.0869682245528167,NA,0.0344768277422038,NA,0.0335669894449406,NA,0.130388904599489,NA,0.103331459973703,NA
"475","25kPa","E1","02","10 uM","08","50/50","Tenascin CDecorin","TCDN",51.7777777777778,109.540454221767,2.16512904819062,1.66333201384921,0.0810033746609909,NA,0.0702506732314892,NA,0.0162760479234946,NA,0.0172233576544129,NA,0.0851374275046867,NA,0.0688029376174889,NA
"476","25kPa","E1","02","10 uM","09","75/25","LamininGalectin 3","LNG3",132.944444444444,257.171689300704,2.05350549670797,3.21119632949224,0.105934916254269,NA,0.0912016794706119,NA,0.0338772129632782,NA,0.033496902598788,NA,0.100237357833072,NA,0.079966882585068,NA
"477","25kPa","E1","02","10 uM","10","50/50","Collagen IVOsteopontin","C4OPN",263.222222222222,142.02151636675,5.49189514422734,0.471140884109457,0.110020387186471,0.0324264232596314,0.0937630783283181,0.0287777461897456,0.0412313044821856,0.026592196310583,0.0396345934147495,0.0230773563471386,0.105493904327393,0.0922390797444461,0.0833363138274126,0.0740374960659548
"478","25kPa","E1","02","10 uM","11","100","Collagen I","C1",208.555555555556,95.1869505528755,4.97200063270167,1.39865152008039,0.134200134042638,0.0420780384069272,0.116306882626153,0.0404537463864724,0.0525469851095678,0.0281421336890756,0.0493521386838387,0.0245324646041936,0.102654410372979,0.030958796511621,0.0813401646134545,0.0261226732930046
"479","25kPa","E1","02","10 uM","12","50/50","OsteopontinGalectin 3","OPNG3",5.77777777777778,11.3920049937567,0.924714311890148,1.29835805712158,0.0920919140008871,NA,0.0801245829777005,NA,0.0262657629280248,NA,0.0266471000365973,NA,0.0744077418377233,NA,0.058052191154257,NA
"480","25kPa","E1","02","DMSO","02","100","Laminin","LN",14.3888888888889,8.80971685760167,2.5420598580118,0.520488712981219,0.220131003670139,0.104616926408311,0.197317501624055,0.10225343597594,0.0770508847140974,0.0479465482340064,0.0710272315895973,0.0420685004750854,0.327836451373852,0.10810622759817,0.252809987283264,0.0751140927744963
"481","25kPa","E1","02","DMSO","03","75/25","Collagen IDecorin","C1DN",420.333333333333,75.6784131851496,6.01064821957472,0.168078682337664,0.17575302431043,0.0572948270085173,0.153010620913662,0.0546313730100586,0.0942087888267488,0.0589958524402159,0.0858190003789672,0.0525338929454619,0.201054241852976,0.0715308120512056,0.160790628019373,0.0531941115220088
"482","25kPa","E1","02","DMSO","04","50/50","Collagen ICollagen IV","C1C4",563.777777777778,108.573579761479,6.31124273337184,0.203833342059383,0.140473302171394,0.0435542156551841,0.12023107848083,0.0402800777631114,0.0684034329345673,0.0454820646449489,0.0631755051402833,0.0402475660703579,0.164360523431983,0.0571208339435448,0.131529184196422,0.0435061083562282
"483","25kPa","E1","02","DMSO","05","25/75","Hyaluronic AcidFibronectin","HAFN",11.0555555555556,9.12566588133588,1.82860232850688,1.08520299492121,0.244201630161119,NA,0.219223750008437,NA,0.0927559153600626,NA,0.0849731731926181,NA,0.305241635880975,NA,0.241881408491205,NA
"484","25kPa","E1","02","DMSO","06","75/25","Hyaluronic AcidGalectin 3","HAG3",14.7777777777778,15.7656447871806,2.19537476924812,0.909746753587637,0.244205056691772,0.108985241897745,0.222049791776559,0.10909725834904,0.0972746385676301,0.0457293997348263,0.0886596278026424,0.0399929699509494,0.310348244904954,0.142831406779346,0.242065817719156,0.104840387793558
"485","25kPa","E1","02","DMSO","07","25/75","LamininGalectin 3","LNG3",41.2777777777778,40.0534365289394,3.18358417422225,1.52218904570914,0.243897197931889,0.0975452895267644,0.224753657304971,0.0960038220827712,0.0763499113319326,0.0481648321752979,0.0704186361594214,0.042199958647442,0.263051488489419,0.0968760944141681,0.204775271561237,0.0682098575071923
"486","25kPa","E1","02","DMSO","08","50/50","Tenascin CDecorin","TCDN",12.3888888888889,11.3700386005404,2.2209081469352,0.954299539040952,0.197904512341221,0.105625532373143,0.176420531494751,0.102766590314209,0.0835397663263953,0.0652313512827847,0.0768653255562901,0.0577897137489392,0.223457765726265,0.0793252103347532,0.178523062286995,0.0607983247225621
"487","25kPa","E1","02","DMSO","09","75/25","LamininGalectin 3","LNG3",8.66666666666667,4.60675832036175,1.8512260726385,1.03735798761633,0.229810664284075,NA,0.209769288601003,NA,0.0971593049293005,NA,0.0890951632343361,NA,0.247640063642674,NA,0.194542928971786,NA
"488","25kPa","E1","02","DMSO","10","50/50","Collagen IVOsteopontin","C4OPN",467.444444444444,67.6173876389136,6.13149394165111,0.157708038880333,0.158924446112762,0.0497048221401545,0.137621964234936,0.0469606038866957,0.0856570306586461,0.0542284926497233,0.0782831834083404,0.0483307532348292,0.157445353988167,0.0486206994921504,0.126738073724196,0.0385469066826278
"489","25kPa","E1","02","DMSO","11","100","Collagen I","C1",520.777777777778,79.3634396656014,6.2326833513983,0.173988716182147,0.176992619467988,0.056665814519496,0.154577156220927,0.0543947453148334,0.10147299588254,0.0550908382079722,0.0921135478861672,0.0488248263290423,0.172387434859886,0.052993985362993,0.138874850052425,0.041646992983443
"490","25kPa","E1","02","DMSO","12","50/50","OsteopontinGalectin 3","OPNG3",9.22222222222222,10.0055540132024,1.76226229498605,1.07877193353256,0.195904008502516,NA,0.176123607407796,NA,0.109598032613295,NA,0.0997207855950175,NA,0.2267580378715,NA,0.179245937055819,NA
"491","25kPa","E1","03","10 uM","02","100","Collagen IV","C4",239.222222222222,53.6169542008661,5.45410873290998,0.216525477833858,0.118568194206916,0.0348761905700594,0.101242000041865,0.0320989920403681,0.0438343012339684,0.0278479689461395,0.0418114952392453,0.0243384749110636,0.115034469426056,0.0378673832430771,0.0915926683578595,0.0305045528959909
"492","25kPa","E1","03","10 uM","03","25/75","Collagen ICollagen IV","C1C4",182.111111111111,99.3428407083268,4.89183750828019,1.29822133375613,0.118289524049545,0.0358780555854876,0.100815820876926,0.0328700345388051,0.0384674678816501,0.0223239680980124,0.0372997485824802,0.0193681688852918,0.0954303880353311,0.0239503278206041,0.0750742022067223,0.0204504178643015
"493","25kPa","E1","03","10 uM","04","50/50","Hyaluronic AcidOsteopontin","HAOPN",5.27777777777778,5.45180907793204,1.36678924555269,0.923444745850324,0.14968278048617,NA,0.130226179237403,NA,0.0355303044466181,NA,0.034500735701873,NA,0.126403027840287,NA,0.101061141927996,NA
"494","25kPa","E1","03","10 uM","05","100","Fibronectin","FN",18.4444444444444,36.3807030657127,1.7162804048282,1.73525263302334,0.125974692142811,NA,0.112217435186166,NA,0.034396663930989,NA,0.0331828542868837,NA,0.154987233753263,NA,0.121462394963926,NA
"495","25kPa","E1","03","10 uM","06","50/50","OsteopontinDecorin","OPNDN",18.1666666666667,41.1278494453576,1.73752911894431,1.5800344643869,0.0874151178695898,NA,0.0753011607817998,NA,0.0161972151271445,NA,0.017796893362423,NA,0.0733194328241865,NA,0.0581496896439426,NA
"496","25kPa","E1","03","10 uM","07","75/25","OsteopontinFibronectin","OPNFN",25.5555555555556,49.8976730697713,1.84858945711037,1.83587313500997,0.110261969447227,NA,0.0958939995702305,NA,0.0266581354443939,NA,0.0274510856124076,NA,0.0961233311197001,NA,0.076079639597018,NA
"497","25kPa","E1","03","10 uM","08","50/50","LamininDecorin","LNDN",19.0555555555556,25.3431998330475,2.36936619076437,1.02334986127985,0.101401523695631,0.0541646402789905,0.088670263181418,0.0478884475424458,0.0281373034010167,0.0380922221833382,0.0276777055008561,0.0336489521756817,0.0833028499843495,0.0603924343412881,0.066509213050409,0.0484589434842036
"498","25kPa","E1","03","10 uM","09","25/75","LamininFibronectin","LNFN",48.6666666666667,88.2855216518164,2.45429788569285,1.89072195535044,0.126040473566934,0.103160134297675,0.111598250544858,0.101084259325145,0.0422736656443819,0.0350063033765981,0.0410240130131184,0.0300063779814049,0.123266375600133,0.0605532540014893,0.0986214019883819,0.0465870137613405
"499","25kPa","E1","03","10 uM","10","75/25","Collagen IGalectin 3","C1G3",245.111111111111,128.665371323359,5.24096274290998,1.11915999794617,0.121947909120913,0.0410062948711886,0.104341271465893,0.0373904907326431,0.0514910830414317,0.0341252894381247,0.0485082150725596,0.0301710123551504,0.0789848038275225,0.0218643825710994,0.061621248299689,0.0179743957467221
"500","25kPa","E1","03","10 uM","11","50/50","LamininFibronectin","LNFN",56.2777777777778,101.058014141493,2.39145835313878,1.66750301579766,0.123323604416917,0.0558242991047422,0.110810772204427,0.0571912375403408,0.0405589617898818,0.0197281570620354,0.0393043244949839,0.0170639392884294,0.0890145265245299,0.0328363877702337,0.0712491268510009,0.0268666513635422
"501","25kPa","E1","03","10 uM","12","25/75","Hyaluronic AcidGalectin 3","HAG3",3.05555555555556,1.71593835683117,0.960759387820142,0.618433319099016,0.142766147436721,NA,0.125052343424084,NA,0.0337502402747504,NA,0.0338492711559615,NA,0.159571131701401,NA,0.125294265151513,NA
"502","25kPa","E1","03","DMSO","02","100","Collagen IV","C4",487,105.687695068484,6.17019170096201,0.209932265641956,0.141208533207115,0.0430062623566059,0.120814109326148,0.0398253050056741,0.0678640813262859,0.0429605973079843,0.0626791675032454,0.0379452497218586,0.179471044003795,0.0547002575714267,0.143747184319153,0.04116675159217
"503","25kPa","E1","03","DMSO","03","25/75","Collagen ICollagen IV","C1C4",514.111111111111,193.942144866853,6.13297578442618,0.455453714901873,0.137645189891313,0.0405179642998041,0.117519384874962,0.037382803575535,0.0674929269079167,0.0434141766503575,0.0623594296261724,0.0386783508628411,0.132344266558669,0.0362898907459869,0.106107446335757,0.0295084814149777
"504","25kPa","E1","03","DMSO","04","50/50","Hyaluronic AcidOsteopontin","HAOPN",9.44444444444444,8.23272602348565,1.82609611725596,0.895507165607959,0.216624014221892,0.0698375892467351,0.195910725102101,0.0661379269760007,0.0881101195296777,0.0423596650221637,0.0807802649846502,0.0370649570837519,0.186608766250658,0.0344953124032366,0.14999391355777,0.0278306712227718
"505","25kPa","E1","03","DMSO","05","100","Fibronectin","FN",10.3888888888889,8.59909555967629,1.96594459803758,1.29521501682737,0.166417534561079,NA,0.148941830706916,NA,0.0708325132756124,NA,0.0660958296503817,NA,0.210261850783522,NA,0.16793018591459,NA
"506","25kPa","E1","03","DMSO","06","50/50","OsteopontinDecorin","OPNDN",10.1666666666667,4.77842372894382,2.18549924118778,0.527753128205277,0.208754763923853,0.0810483980152434,0.190364933641681,0.0793599255070627,0.0996192316848236,0.0486559143820718,0.0911240213825534,0.0426306553995573,0.176589607418002,0.0712803450441288,0.141733902359836,0.0538017207247907
"507","25kPa","E1","03","DMSO","07","75/25","OsteopontinFibronectin","OPNFN",14.8888888888889,19.272894033965,2.03620628067216,1.06314473693753,0.145798829529025,0.0791684533865582,0.130246067999622,0.0767922962691073,0.0613114638542969,0.0260918672480004,0.0579127798097241,0.0228109979293615,0.137105126584433,0.0331009935225505,0.110497669965029,0.0261528738820265
"508","25kPa","E1","03","DMSO","08","50/50","LamininDecorin","LNDN",16.6666666666667,NA,2.33526804990693,NA,0.180003189188795,0.0853326176076248,0.163119289103199,0.0817745393199544,0.0771101545210897,0.0382482551238747,0.0707043116020719,0.0336724479909654,0.149365322036413,0.0438522418206838,0.119570765482802,0.0346886246550967
"509","25kPa","E1","03","DMSO","09","25/75","LamininFibronectin","LNFN",10.4444444444444,9.97775303139718,1.71554516594714,0.96039112569157,0.201658892759621,NA,0.183204559017529,NA,0.086497396319791,NA,0.0789499855012904,NA,0.178226851408586,NA,0.143132657090461,NA
"510","25kPa","E1","03","DMSO","10","75/25","Collagen IGalectin 3","C1G3",371.666666666667,66.1866048885019,5.90470017843591,0.169112709941846,0.202126733402695,0.0665913825354504,0.178651103906105,0.0645970672321322,0.109114169111802,0.0548844005648637,0.0988009944911501,0.048490938026778,0.155642259430251,0.0480165208895527,0.125473810645956,0.0386970493351633
"511","25kPa","E1","03","DMSO","11","50/50","LamininFibronectin","LNFN",11.8888888888889,12.2292908852294,1.98761210024075,1.03101556565779,0.194881686280011,NA,0.172186122124605,NA,0.0944094232920841,NA,0.0865640004822735,NA,0.184430316176693,NA,0.147845958395288,NA
"512","25kPa","E1","03","DMSO","12","25/75","Hyaluronic AcidGalectin 3","HAG3",6.83333333333333,7.15308791129165,1.42240427554336,1.17126299971734,0.135061041806484,NA,0.11788554764511,NA,0.0571195552738709,NA,0.0537267334336047,NA,0.173074975741652,NA,0.137340111922833,NA
"513","25kPa","E1","04","10 uM","02","25/75","LamininDecorin","LNDN",4.22222222222222,3.5746017649212,1.08164802072289,0.93899531661965,0.107830811090813,NA,0.092581635853519,NA,0.0284358878573097,NA,0.028570313438689,NA,0.163258452929999,NA,0.130547040014187,NA
"514","25kPa","E1","04","10 uM","03","75/25","OsteopontinGalectin 3","OPNG3",58,119.834144642594,2.25935397312084,1.31595907517058,0.0903130868781731,0.025918558290098,0.0776295725510759,0.0227132216392766,0.0283718878317521,0.0169502024382928,0.0282607092972494,0.0147752981306408,0.0810883340963191,0.0202148908385275,0.0642282721718902,0.0165875792616666
"515","25kPa","E1","04","10 uM","04","75/25","Collagen IVHyaluronic Acid","C4HA",114,105.733942831366,3.98830040098191,1.2493688869311,0.135186197430725,0.0470584615748366,0.117364759132517,0.0443756657093173,0.0465996963416002,0.035864876629693,0.0440109897762991,0.0315146458807411,0.0984623435131002,0.0332093035273611,0.0780680916765019,0.0273630378452598
"516","25kPa","E1","04","10 uM","05","75/25","Galectin 3Fibronectin","G3FN",27.7222222222222,70.1684481167363,1.4458443921336,1.08586870673548,0.116973151299956,NA,0.100918968810766,NA,0.0460694126968095,NA,0.0439365400265086,NA,0.138438138638528,NA,0.108929838846793,NA
"517","25kPa","E1","04","10 uM","06","75/25","Collagen IVOsteopontin","C4OPN",254.444444444444,52.1685303181483,5.49318722393473,0.239765650514143,0.107287906666109,0.0318457126373843,0.0910665589017734,0.0289693564297498,0.0406472771857707,0.0268423094530964,0.0390546146073135,0.0233830045958093,0.0715445270974707,0.0222272654074078,0.0552475714021758,0.0179227382301355
"518","25kPa","E1","04","10 uM","07","50/50","Collagen IVFibronectin","C4FN",203.111111111111,77.7896022757683,5.03786859339132,1.09362529212929,0.111032298677002,0.0319489417655079,0.0943155800851695,0.028718259483316,0.0385833516317244,0.0236851602864592,0.0372557952659162,0.0206413707117654,0.0767480997460617,0.0202619969510633,0.0596838497808104,0.0167997281666777
"519","25kPa","E1","04","10 uM","08","75/25","Collagen IOsteopontin","C1OPN",18,18.375708603117,2.41419209435619,0.756208722535867,0.176493519707487,0.0895915671466985,0.158810380831303,0.0883939952675699,0.0413467545572406,0.0288494562179458,0.0400692439694507,0.0249124155924787,0.0910307599924938,0.0449965162824875,0.0729274763542893,0.0367108839371272
"520","25kPa","E1","04","10 uM","09","50/50","DecorinFibronectin","DNFN",19.0555555555556,32.1860908537282,2.3392582191824,0.959212974719881,0.118699682086438,0.0507680434875347,0.10358991250365,0.0452304547899984,0.0384976854197481,0.0259392410833732,0.0374354525658807,0.0227788543133724,0.0927144640892439,0.0495703508972304,0.0740473875060795,0.0402363468364446
"521","25kPa","E1","04","10 uM","10","25/75","OsteopontinFibronectin","OPNFN",45.7222222222222,115.3836595402,2.28863194574469,1.36447838922458,0.117218511684395,0.0549417135024934,0.101115489775683,0.0502593157575767,0.0391148223342759,0.0350094536493088,0.0384691291019045,0.0302295969467236,0.0778663986030153,0.0446407868376502,0.0623492073102649,0.0361706270592517
"522","25kPa","E1","04","10 uM","11","50/50","Collagen IOsteopontin","C1OPN",211.777777777778,55.4176065083211,5.16369188754757,0.384899773997867,0.131192852685094,0.0447571316140915,0.113540194302589,0.0416704258216608,0.0524926281779984,0.0342752106881295,0.0494114325405217,0.0299892894924031,0.081154324079826,0.0240807415390447,0.0635982806580129,0.019926630836972
"523","25kPa","E1","04","10 uM","12","25/75","Collagen IVGalectin 3","C4G3",250.944444444444,61.2884799760753,5.45597556401709,0.275477772291249,0.110903176855094,0.0363653810718878,0.0948925904675045,0.0337057096727693,0.0475001898693316,0.0294063885359097,0.0449483920977925,0.0257269174746762,0.0734724600992362,0.0229415448588738,0.057465371034191,0.0191225980032124
"524","25kPa","E1","04","DMSO","02","25/75","LamininDecorin","LNDN",11.8888888888889,7.16472842006823,2.18568038029513,0.52946151258903,0.25818687818807,0.120516070534928,0.236948345779171,0.119647186571651,0.121335275828599,0.105774354483239,0.111059295832393,0.0983908064789162,0.25956060533354,0.0896859283292291,0.205144602132267,0.0643157597916437
"525","25kPa","E1","04","DMSO","03","75/25","OsteopontinGalectin 3","OPNG3",96.2777777777778,65.9086067554492,3.92053698603833,0.528500606503317,0.164308640106959,0.0689997487035306,0.143115397033515,0.065083847187588,0.0819426201912834,0.057046023610841,0.0747306321436684,0.0505613987182994,0.144413637767059,0.0388778844155421,0.116415968454074,0.0319509531209157
"526","25kPa","E1","04","DMSO","04","75/25","Collagen IVHyaluronic Acid","C4HA",426.666666666667,157.142186145754,5.48098142847226,0.370130002448337,0.180040414867813,0.0650304911210493,0.15845949382765,0.0636488970586068,0.0909072687472639,0.0611822403773939,0.0830263492070264,0.0545529403500113,0.135750455035181,0.0409847470780828,0.109116491306725,0.0331320511301461
"527","25kPa","E1","04","DMSO","05","75/25","Galectin 3Fibronectin","G3FN",10.8888888888889,11.7094453801669,1.80960286227045,1.13378233358388,0.183937249049766,NA,0.163104592159064,NA,0.0731726443784993,NA,0.0677626114337763,NA,0.155940592316336,NA,0.126474928706341,NA
"528","25kPa","E1","04","DMSO","06","75/25","Collagen IVOsteopontin","C4OPN",587.888888888889,72.4967432218702,6.36526408740278,0.12240919721547,0.14742050878055,0.0449732024773527,0.126632787169441,0.0420485366617797,0.0752321881939256,0.0421196222447142,0.0690696918317366,0.0370811399124545,0.105338392789202,0.0292445295834748,0.0834830923853929,0.0246780025667735
"529","25kPa","E1","04","DMSO","07","50/50","Collagen IVFibronectin","C4FN",544.666666666667,145.717382475652,6.25952343234196,0.303706876273295,0.148282641248591,0.0466891597656653,0.127679579373248,0.0437212071704198,0.0760121405719646,0.0458352566373672,0.0698047422246991,0.0408020795432411,0.105968266911434,0.030598734311966,0.084046885396008,0.0254276159113159
"530","25kPa","E1","04","DMSO","08","75/25","Collagen IOsteopontin","C1OPN",14.3333333333333,20.0831604418561,1.99537963186676,1.39960669688468,0.205667288429059,NA,0.18447407428604,NA,0.0727163259737841,NA,0.0673307735892514,NA,0.183287131559471,NA,0.146165913638278,NA
"531","25kPa","E1","04","DMSO","09","50/50","DecorinFibronectin","DNFN",16.1666666666667,NA,2.08767311885035,NA,0.155065692309514,0.0463396753704592,0.136815744951039,0.0438369630699703,0.0741017374717147,0.109406128740803,0.0699137414647187,0.103291903366645,0.185975491079017,0.0613786706478952,0.1460696496267,0.0434734354048409
"532","25kPa","E1","04","DMSO","10","25/75","OsteopontinFibronectin","OPNFN",10.5555555555556,6.20035841257942,2.06157686988494,1.06857643201837,0.252151476962994,NA,0.228586846521036,NA,0.115401014180994,NA,0.104987810290383,NA,0.202844557218445,NA,0.163397570646755,NA
"533","25kPa","E1","04","DMSO","11","50/50","Collagen IOsteopontin","C1OPN",202.666666666667,53.5059705910367,5.26308985937151,0.282585851554027,0.2371795862704,0.0671857832012324,0.212523176269892,0.0665003982697022,0.13335185547834,0.0687936085787178,0.120298821435479,0.0616224348179418,0.181561698675759,0.0478210550616808,0.146400502065635,0.0373934183038623
"534","25kPa","E1","04","DMSO","12","25/75","Collagen IVGalectin 3","C4G3",570,134.485439112691,6.29685872046673,0.265523849004731,0.163054201192251,0.0512290537103884,0.141113092210606,0.0483787714771976,0.0957979955814979,0.0545051428664232,0.0871416814854915,0.0483267667670624,0.143663409633996,0.0442838364274302,0.115087425317648,0.0355596092127693
"535","25kPa","E1","05","10 uM","02","50/50","Collagen IVHyaluronic Acid","C4HA",189.666666666667,72.1495360730445,4.87093371125698,1.18939479456689,0.118728165831718,0.0346687534226679,0.101439953675789,0.0314916963819753,0.0418003912551295,0.0233366362316749,0.0400060934264862,0.0203497705130494,0.110897686330746,0.0297471265010365,0.0882891709721702,0.0249008309715247
"536","25kPa","E1","05","10 uM","03","75/25","LamininHyaluronic Acid","LNHA",5.61111111111111,8.10006858681525,1.0776246460525,1.0499241705253,0.101518604610997,NA,0.0884815914415073,NA,0.0273764439829472,NA,0.0269462483449234,NA,0.105164997931883,NA,0.0845045642214839,NA
"537","25kPa","E1","05","10 uM","04","100","Galectin 3","G3",40.7777777777778,108.856684580129,1.8840030469396,1.55543558679986,0.113177649425298,0.0611011623187877,0.0972893178557527,0.058542920291615,0.0273216667866342,0.0255174844866108,0.0279729942965585,0.0221761687557492,0.0949750213885404,0.0624861921030465,0.0742607100051078,0.0493488118768058
"538","25kPa","E1","05","10 uM","05","50/50","Collagen IVGalectin 3","C4G3",208.111111111111,76.8808602102413,5.1778870228792,0.801043427467474,0.104774683382227,0.0294310557938017,0.0891373369944127,0.0255151049094875,0.0349904354439996,0.0222269053237373,0.0338612798897992,0.0194469138968726,0.0715494660546094,0.0233661825171315,0.0554705943175069,0.0189128782961323
"539","25kPa","E1","05","10 uM","06","50/50","Hyaluronic AcidFibronectin","HAFN",9.66666666666667,12.4721912892465,1.58475130177752,1.18777349899875,0.134397141726471,NA,0.11686665410182,NA,0.0508707043193107,NA,0.0477425604363558,NA,0.100122085571826,NA,0.0799384165389511,NA
"540","25kPa","E1","05","10 uM","07","75/25","Hyaluronic AcidFibronectin","HAFN",42.2222222222222,82.7962693738204,2.3926616619372,1.97556455975306,0.102315932255947,NA,0.0880516096077467,NA,0.0292108059350593,NA,0.0283475673257318,NA,0.0714055543206102,NA,0.056617382866199,NA
