"","Metadata_Slide","Metadata_Stiffness","Metadata_Scene","Metadata_Experiment","Metadata_Row","Metadata_Treatment","Metadata_Column","Metadata_Ratio","Metadata_ECMs","Abb_ECM","Nuclei","logNuclei","Mean_Green","SD_Green","Mean_Green_Norm","SD_Green_Norm","Mean_Red","SD_Red","Mean_Red_Norm","SD_Red_Norm","Mean_Orange","SD_Orange","Mean_Orange_Norm","SD_Orange_Norm"
"13","01","1kPa",1,"E1","03","DMSO","03","25/75","Collagen ICollagen IV","C1C4",470,6.1527326947041,0.113360772934022,0.0373132054151614,0.096017931211211,0.0330691730800423,0.0940108706528022,0.0524716848360118,0.0855303728813542,0.0461935655489373,0.101056322252199,0.0357940174476606,0.0798885363779519,0.0304098996984768
"14","01","1kPa",1,"E1","03","DMSO","04","50/50","Hyaluronic AcidOsteopontin","HAOPN",7,1.94591014905531,0.150692859505137,0.0448499606513106,0.129062922862632,0.0416467324334201,0.0883914275386071,0.059184259197079,0.081216160924938,0.0508162161927044,0.171174258819242,0.0406962451969325,0.139047170641107,0.0338211016825066
"15","01","1kPa",1,"E1","03","DMSO","06","50/50","OsteopontinDecorin","OPNDN",21,3.04452243772342,0.178767851987155,0.0626848488751212,0.155583555739072,0.0595250883185667,0.12636296519374,0.0462540221707094,0.113835083721437,0.0406436844542006,0.18593920848176,0.0360571644801101,0.151107042548399,0.0289413487026507
"16","01","1kPa",1,"E1","03","DMSO","07","75/25","OsteopontinFibronectin","OPNFN",14,2.63905732961526,0.198953049404446,0.0912585874985377,0.175976268716534,0.0879369129262958,0.150144766763275,0.0821259887190969,0.135009495785548,0.072296308847849,0.273079218782444,0.139273505948174,0.21508976894894,0.0974450219816489
"17","01","1kPa",1,"E1","03","DMSO","08","50/50","LamininDecorin","LNDN",14,2.63905732961526,0.213234909162404,0.11134896981592,0.190802003240789,0.107487253291772,0.162381809082841,0.0586400635514513,0.145616685401483,0.0518886635074533,0.219965250308862,0.0437370182224495,0.177962694742014,0.033845686959765
"18","01","1kPa",1,"E1","03","DMSO","09","25/75","LamininFibronectin","LNFN",17,2.83321334405622,0.160819121018352,0.0474826452344387,0.138911836906148,0.0427108013338229,0.0973056402610716,0.0623684044223696,0.0885675207488734,0.054442655527506,0.199458312748021,0.0506542105815155,0.161589281878209,0.0395278348254739
"19","01","1kPa",1,"E1","03","DMSO","10","75/25","Collagen IGalectin 3","C1G3",282,5.64190707093811,0.187712059785473,0.053489742965782,0.163709012880085,0.0507070572059522,0.160566013883835,0.0856235031922727,0.144443826682256,0.0768076605866444,0.148384458754842,0.0372156992006469,0.120100929804282,0.0307974954220535
"20","01","1kPa",1,"E1","03","DMSO","11","50/50","LamininFibronectin","LNFN",87,4.46590811865458,0.174533621472404,0.0698097956318754,0.152723946621152,0.0634668367601447,0.139715027984813,0.0627432565573517,0.125715043192336,0.0555948773762654,0.202583262450642,0.0627932246281894,0.163577423095277,0.0487593148485874
"21","01","1kPa",1,"E1","03","DMSO","12","25/75","Hyaluronic AcidGalectin 3","HAG3",12,2.484906649788,0.15902053154684,0.055592106533856,0.137221862481826,0.0513239114172962,0.107110608470813,0.0423991837606648,0.0969778654219481,0.0373952572355757,0.18393590402919,0.0291256142012442,0.149714082472322,0.0231097557338399
"22","01","1kPa",1,"E1","04","DMSO","02","25/75","LamininDecorin","LNDN",17,2.83321334405622,0.173284163243317,0.105078060428014,0.153018934767886,0.100099301741092,0.121493848012257,0.0530590452368219,0.109567316846122,0.0465200704486042,0.258145826158476,0.0914230013327286,0.205508109377608,0.0685932119070716
"23","01","1kPa",1,"E1","04","DMSO","03","75/25","OsteopontinGalectin 3","OPNG3",15,2.70805020110221,0.181341906277392,0.0961324780694699,0.159827827197274,0.0921881461617794,0.198356177882895,0.242215357533182,0.183567130357032,0.224757031224595,0.205875395069535,0.110810464970511,0.163716868887651,0.0868152382614144
"24","01","1kPa",1,"E1","04","DMSO","04","75/25","Collagen IVHyaluronic Acid","C4HA",610,6.41345895716736,0.127915727363189,0.0428630455706117,0.108869833026988,0.038761167666783,0.121989740092147,0.0779381314012509,0.110391432114207,0.0693602658326824,0.0988114141985251,0.0371685744163439,0.078188317019149,0.0312459557661087
"25","01","1kPa",1,"E1","04","DMSO","05","75/25","Galectin 3Fibronectin","G3FN",29,3.36729582998647,0.0868376109569631,0.0414732784020857,0.0748369244111883,0.0358814247880047,0.0482305960073907,0.0455671906990371,0.0463361671596162,0.0389305801111901,0.0830728338697123,0.0493720491440872,0.066755205384757,0.039909843647188
"26","01","1kPa",1,"E1","04","DMSO","06","75/25","Collagen IVOsteopontin","C4OPN",438,6.08221891037645,0.129184251911118,0.0451397494534475,0.110016632672789,0.0411328675906854,0.111023448518262,0.053993475101256,0.100437857257621,0.0476415160143624,0.0944321315968207,0.0359264032684538,0.0742841549481449,0.030367129476362
"27","01","1kPa",1,"E1","04","DMSO","07","50/50","Collagen IVFibronectin","C4FN",247,5.50938833662798,0.144392481348887,0.042645584056802,0.123527988949848,0.0389865757769264,0.121762306408305,0.0655007808193493,0.109995038210275,0.0584421935987771,0.107276417971076,0.0337587555220834,0.0851474676393481,0.0288338408685568
"28","01","1kPa",1,"E1","04","DMSO","08","75/25","Collagen IOsteopontin","C1OPN",23,3.13549421592915,0.190099397101122,0.0715166528631874,0.166580816786022,0.0678699520301071,0.153246504432017,0.0670300099450286,0.137619564440126,0.0592784753429987,0.178902423961027,0.0446783012505882,0.145107005558717,0.0363689642698783
"29","01","1kPa",1,"E1","04","DMSO","09","50/50","DecorinFibronectin","DNFN",51,3.93182563272433,0.13972596009401,0.062768481579531,0.120261192664188,0.057926173656931,0.0829984007361133,0.0896311386880134,0.0773372021696552,0.0778637865672115,0.122895133876401,0.0842475020834078,0.0973951413201395,0.0668582225569127
