,.y.,group1,group2,p,p.adj,p.format,p.signif,method
270,Mean_Red_Norm,TCDN,C1LN,0.088024742,1,0.08802,ns,Wilcoxon
271,Mean_Red_Norm,TCDN,TCG3,0.862275858,1,0.86228,ns,Wilcoxon
272,Mean_Red_Norm,TCDN,TCFN,0.691053115,1,0.69105,ns,Wilcoxon
273,Mean_Red_Norm,TCDN,C1TC,0.015554988,1,0.01555,*,Wilcoxon
274,Mean_Red_Norm,TCDN,C4LN,0.463031898,1,0.46303,ns,Wilcoxon
275,Mean_Red_Norm,TCDN,C1FN,0.065338822,1,0.06534,ns,Wilcoxon
276,Mean_Red_Norm,TCDN,C4TC,0.024015881,1,0.02402,*,Wilcoxon
277,Mean_Red_Norm,TCDN,C4DN,0.429513014,1,0.42951,ns,Wilcoxon
278,Mean_Red_Norm,TCDN,TCOPN,0.950918595,1,0.95092,ns,Wilcoxon
279,Mean_Red_Norm,TCDN,TCHA,0.879903699,1,0.8799,ns,Wilcoxon
280,Mean_Red_Norm,TCDN,C1HA,0.294265493,1,0.29427,ns,Wilcoxon
281,Mean_Red_Norm,TCDN,LNTC,0.977679234,1,0.97768,ns,Wilcoxon
282,Mean_Red_Norm,TCDN,HA,0.510927093,1,0.51093,ns,Wilcoxon
283,Mean_Red_Norm,TCDN,HADN,0.724372501,1,0.72437,ns,Wilcoxon
284,Mean_Red_Norm,TCDN,LNOPN,0.21894134,1,0.21894,ns,Wilcoxon
285,Mean_Red_Norm,TCDN,TC,0.596765263,1,0.59677,ns,Wilcoxon
286,Mean_Red_Norm,TCDN,DN,0.251884999,1,0.25188,ns,Wilcoxon
287,Mean_Red_Norm,TCDN,OPN,0.613215774,1,0.61322,ns,Wilcoxon
288,Mean_Red_Norm,C4OPN,C1,0.769014545,1,0.76901,ns,Wilcoxon
289,Mean_Red_Norm,C4OPN,OPNG3,0.101514173,1,0.10151,ns,Wilcoxon
290,Mean_Red_Norm,C4OPN,C4,0.502440101,1,0.50244,ns,Wilcoxon
291,Mean_Red_Norm,C4OPN,HAOPN,0.871081873,1,0.87108,ns,Wilcoxon
292,Mean_Red_Norm,C4OPN,FN,0.444120626,1,0.44412,ns,Wilcoxon
293,Mean_Red_Norm,C4OPN,OPNDN,0.264226587,1,0.26423,ns,Wilcoxon
294,Mean_Red_Norm,C4OPN,OPNFN,0.490851397,1,0.49085,ns,Wilcoxon
295,Mean_Red_Norm,C4OPN,LNDN,0.190707278,1,0.19071,ns,Wilcoxon
296,Mean_Red_Norm,C4OPN,LNFN,0.483814475,1,0.48381,ns,Wilcoxon
297,Mean_Red_Norm,C4OPN,C1G3,0.202465239,1,0.20247,ns,Wilcoxon
298,Mean_Red_Norm,C4OPN,C4HA,0.732786477,1,0.73279,ns,Wilcoxon
