,.y.,group1,group2,p,p.adj,p.format,p.signif,method
232,Mean_Orange_Norm,LNG3,C1LN,0.000398027,0.39,0.0004,***,Wilcoxon
233,Mean_Orange_Norm,LNG3,TCG3,0.009897815,1,0.0099,**,Wilcoxon
234,Mean_Orange_Norm,LNG3,TCFN,0.034241407,1,0.03424,*,Wilcoxon
235,Mean_Orange_Norm,LNG3,C1TC,0.193010595,1,0.19301,ns,Wilcoxon
236,Mean_Orange_Norm,LNG3,C4LN,0.000632573,0.61,0.00063,***,Wilcoxon
237,Mean_Orange_Norm,LNG3,C1FN,0.052240845,1,0.05224,ns,Wilcoxon
238,Mean_Orange_Norm,LNG3,C4TC,0.003412218,1,0.00341,**,Wilcoxon
239,Mean_Orange_Norm,LNG3,C4DN,0.000329071,0.32,0.00033,***,Wilcoxon
240,Mean_Orange_Norm,LNG3,TCOPN,0.044275533,1,0.04428,*,Wilcoxon
241,Mean_Orange_Norm,LNG3,TCHA,0.701759874,1,0.70176,ns,Wilcoxon
242,Mean_Orange_Norm,LNG3,C1HA,0.002030176,1,0.00203,**,Wilcoxon
243,Mean_Orange_Norm,LNG3,LNTC,0.02111033,1,0.02111,*,Wilcoxon
244,Mean_Orange_Norm,LNG3,HA,0.760681484,1,0.76068,ns,Wilcoxon
245,Mean_Orange_Norm,LNG3,HADN,0.128095531,1,0.1281,ns,Wilcoxon
246,Mean_Orange_Norm,LNG3,LNOPN,0.025411768,1,0.02541,*,Wilcoxon
247,Mean_Orange_Norm,LNG3,TC,0.019677579,1,0.01968,*,Wilcoxon
248,Mean_Orange_Norm,LNG3,DN,0.01186764,1,0.01187,*,Wilcoxon
249,Mean_Orange_Norm,LNG3,OPN,0.033540027,1,0.03354,*,Wilcoxon
250,Mean_Orange_Norm,TCDN,C4OPN,0.035129968,1,0.03513,*,Wilcoxon
251,Mean_Orange_Norm,TCDN,C1,0.173266484,1,0.17327,ns,Wilcoxon
252,Mean_Orange_Norm,TCDN,OPNG3,0.026269966,1,0.02627,*,Wilcoxon
253,Mean_Orange_Norm,TCDN,C4,0.805179387,1,0.80518,ns,Wilcoxon
254,Mean_Orange_Norm,TCDN,HAOPN,0.512283856,1,0.51228,ns,Wilcoxon
255,Mean_Orange_Norm,TCDN,FN,0.769014545,1,0.76901,ns,Wilcoxon
256,Mean_Orange_Norm,TCDN,OPNDN,0.942009041,1,0.94201,ns,Wilcoxon
257,Mean_Orange_Norm,TCDN,OPNFN,0.397430905,1,0.39743,ns,Wilcoxon
258,Mean_Orange_Norm,TCDN,LNDN,0.02549935,1,0.0255,*,Wilcoxon
259,Mean_Orange_Norm,TCDN,LNFN,0.456215202,1,0.45622,ns,Wilcoxon
260,Mean_Orange_Norm,TCDN,C1G3,0.724372501,1,0.72437,ns,Wilcoxon
261,Mean_Orange_Norm,TCDN,C4HA,0.862275858,1,0.86228,ns,Wilcoxon
262,Mean_Orange_Norm,TCDN,G3FN,0.5717036,1,0.5717,ns,Wilcoxon
263,Mean_Orange_Norm,TCDN,C4FN,0.108842555,1,0.10884,ns,Wilcoxon
264,Mean_Orange_Norm,TCDN,C1OPN,0.541592069,1,0.54159,ns,Wilcoxon
265,Mean_Orange_Norm,TCDN,DNFN,0.101514173,1,0.10151,ns,Wilcoxon
266,Mean_Orange_Norm,TCDN,C4G3,0.00670333,1,0.0067,**,Wilcoxon
267,Mean_Orange_Norm,TCDN,LNHA,0.699330692,1,0.69933,ns,Wilcoxon
268,Mean_Orange_Norm,TCDN,G3,0.15152396,1,0.15152,ns,Wilcoxon
269,Mean_Orange_Norm,TCDN,DNG3,0.337705674,1,0.33771,ns,Wilcoxon
270,Mean_Orange_Norm,TCDN,C1LN,0.018797268,1,0.0188,*,Wilcoxon
271,Mean_Orange_Norm,TCDN,TCG3,0.198489351,1,0.19849,ns,Wilcoxon
272,Mean_Orange_Norm,TCDN,TCFN,0.463031898,1,0.46303,ns,Wilcoxon
273,Mean_Orange_Norm,TCDN,C1TC,0.897590512,1,0.89759,ns,Wilcoxon
274,Mean_Orange_Norm,TCDN,C4LN,0.011223693,1,0.01122,*,Wilcoxon
275,Mean_Orange_Norm,TCDN,C1FN,0.579352444,1,0.57935,ns,Wilcoxon
276,Mean_Orange_Norm,TCDN,C4TC,0.081836926,1,0.08184,ns,Wilcoxon
277,Mean_Orange_Norm,TCDN,C4DN,0.012395883,1,0.0124,*,Wilcoxon
278,Mean_Orange_Norm,TCDN,TCOPN,0.463031898,1,0.46303,ns,Wilcoxon
279,Mean_Orange_Norm,TCDN,TCHA,0.360877133,1,0.36088,ns,Wilcoxon
280,Mean_Orange_Norm,TCDN,C1HA,0.074133676,1,0.07413,ns,Wilcoxon
281,Mean_Orange_Norm,TCDN,LNTC,0.403730565,1,0.40373,ns,Wilcoxon
282,Mean_Orange_Norm,TCDN,HA,0.419606679,1,0.41961,ns,Wilcoxon
283,Mean_Orange_Norm,TCDN,HADN,0.924212507,1,0.92421,ns,Wilcoxon
284,Mean_Orange_Norm,TCDN,LNOPN,0.449454594,1,0.44945,ns,Wilcoxon
285,Mean_Orange_Norm,TCDN,TC,0.173266484,1,0.17327,ns,Wilcoxon
286,Mean_Orange_Norm,TCDN,DN,0.084347247,1,0.08435,ns,Wilcoxon
287,Mean_Orange_Norm,TCDN,OPN,0.188968125,1,0.18897,ns,Wilcoxon
288,Mean_Orange_Norm,C4OPN,C1,0.990631436,1,0.99063,ns,Wilcoxon
289,Mean_Orange_Norm,C4OPN,OPNG3,9.44663694063763e-05,0.093,9.4e-05,****,Wilcoxon
290,Mean_Orange_Norm,C4OPN,C4,0.119875252,1,0.11988,ns,Wilcoxon
291,Mean_Orange_Norm,C4OPN,HAOPN,0.007714756,1,0.00771,**,Wilcoxon
292,Mean_Orange_Norm,C4OPN,FN,0.272206337,1,0.27221,ns,Wilcoxon
