"","Metadata_Stiffness","Metadata_Experiment","Metadata_Row","Metadata_Treatment","Metadata_Column","Metadata_Ratio","Metadata_ECMs","Abb_ECM","Mean_Nuclei","SD_Nuclei","Mean_logNuclei","SD_logNuclei","Mean_Green","SD_Green","Mean_Green_Norm","SD_Green_Norm","Mean_Red","SD_Red","Mean_Red_Norm","SD_Red_Norm","Mean_Orange","SD_Orange","Mean_Orange_Norm","SD_Orange_Norm"
"11","1kPa","E1","02","10 uM","12","50/50","OsteopontinGalectin 3","OPNG3",4.55555555555556,5.2704627669473,1.06124516787206,1.27978212711436,0.136916962656987,NA,0.121824190699409,NA,0.033146751033495,NA,0.0328477507831973,NA,0.195604887633135,NA,0.157376377944495,NA
"12","1kPa","E1","02","DMSO","02","100","Laminin","LN",16.3333333333333,18.806027402582,2.4275566455263,0.958417981678456,0.221515972913586,0.0963026836293781,0.203036204432366,0.0974686736271027,0.12977870792993,0.073468238390342,0.118176706024039,0.0674552449822508,0.257603844061705,0.0835452104012709,0.208818161799971,0.0693455664328083
"13","1kPa","E1","02","DMSO","03","75/25","Collagen IDecorin","C1DN",193.222222222222,64.1707790889973,5.21215125264661,0.373596381128954,0.184018203701888,0.0616123174628301,0.162112759407885,0.0596457307076167,0.107102322496158,0.0672788447135619,0.0977560780806514,0.0605457630997535,0.150438586664425,0.0488379344576855,0.121077236147655,0.039032594322691
"14","1kPa","E1","02","DMSO","04","50/50","Collagen ICollagen IV","C1C4",247.222222222222,46.1723823176679,5.46108704478081,0.205563706316397,0.153599795569156,0.0541696038216392,0.133368514648086,0.0522018136340748,0.083507469199447,0.0535155276212506,0.0767678546074643,0.0478001354533396,0.119237276015803,0.0420033613368878,0.0957135878676102,0.0345474446855668
"15","1kPa","E1","02","DMSO","05","25/75","Hyaluronic AcidFibronectin","HAFN",9.77777777777778,4.39696865275764,2.17942124386167,0.350611471138265,0.148263530064691,0.0786251095310719,0.130899544419947,0.0761846680620203,0.0810033646289739,0.133468388053579,0.0761894563929865,0.123801718520949,0.157380468705453,0.0738247040902917,0.12736758513281,0.0600099557601467
"16","1kPa","E1","02","DMSO","06","75/25","Hyaluronic AcidGalectin 3","HAG3",22.3333333333333,22.3681320930768,2.37370592183746,1.36206413150402,0.181175252912059,NA,0.160112952930658,NA,0.0848019036720136,NA,0.0784635649565111,NA,0.231535458774952,NA,0.190827196944269,NA
"17","1kPa","E1","02","DMSO","07","25/75","LamininGalectin 3","LNG3",118.222222222222,313.239170248195,2.67326786940678,2.17235664951696,0.165031910920405,NA,0.147650148135804,NA,0.0911861396897126,NA,0.0838816378761134,NA,0.141635049394363,NA,0.114566167303775,NA
"18","1kPa","E1","02","DMSO","08","50/50","Tenascin CDecorin","TCDN",10.7777777777778,12.7060790350306,2.06825536227646,0.763222857107755,0.123904171623096,0.057434380530648,0.107806120694773,0.0514074417782969,0.0599076471399581,0.0577905145358542,0.0563605443829256,0.0512506761429831,0.146745137629898,0.0546815926025792,0.118802302649991,0.0444083763999804
"19","1kPa","E1","02","DMSO","09","75/25","LamininGalectin 3","LNG3",21,29.1776169920255,2.57470953264208,1.00831628776734,0.18566253864588,0.0701592813501882,0.165524691142801,0.0671670509552069,0.0939206899802602,0.065276533159196,0.0861528587461714,0.0576759248254344,0.163780574884045,0.0594345060380546,0.133515937760329,0.0476517919535348
"20","1kPa","E1","02","DMSO","10","50/50","Collagen IVOsteopontin","C4OPN",271.111111111111,77.4094453036722,5.56177897538068,0.244536651051133,0.184342467437714,0.0619557694371347,0.16266780736177,0.0615057701143611,0.11624434112341,0.0755392253593071,0.105894898918687,0.0682619537625066,0.136973708354655,0.0548269055557698,0.110633668568475,0.044916419489851
"21","1kPa","E1","02","DMSO","11","100","Collagen I","C1",264.111111111111,49.8887651569859,5.5163056379687,0.250896221670917,0.197281411251698,0.0637365487050717,0.175307092557561,0.0635658342657152,0.12286222570496,0.0693919567584455,0.111623455619601,0.062326092722659,0.14056436764372,0.044793294289092,0.113906116059206,0.0371785738768256
"22","1kPa","E1","02","DMSO","12","50/50","OsteopontinGalectin 3","OPNG3",65,161.536029692725,2.5642958567604,1.66983436922209,0.144397622417845,0.0643872872975536,0.126825588842631,0.0610879693323111,0.0689730343942426,0.0467121195212887,0.0641637126673684,0.0416884177001376,0.139757580801059,0.0692166527762298,0.113330195261859,0.0556321218698118
"23","1kPa","E1","03","10 uM","02","100","Collagen IV","C4",160.611111111111,29.4514666678739,5.04713393248138,0.215560593616359,0.126986325290853,0.0356060265524085,0.107864679601682,0.0326134963474797,0.0475319084702978,0.0284284082380704,0.0450269287444511,0.0249612447557026,0.175878750059587,0.0602965915362099,0.143110815782508,0.0482238645063206
"24","1kPa","E1","03","10 uM","03","25/75","Collagen ICollagen IV","C1C4",182.333333333333,83.3119972686341,4.90695489419424,1.08366898684888,0.119540838528055,0.0360130920826334,0.101353633732061,0.0328855486200531,0.0493540637814793,0.030947147327279,0.0466358922269578,0.0272072540914292,0.123542950639015,0.0530087684679984,0.0995032793660903,0.0441507349633393
"25","1kPa","E1","03","10 uM","04","50/50","Hyaluronic AcidOsteopontin","HAOPN",48.1111111111111,106.192173806631,2.00310879147043,1.85357047008253,0.129768526852455,NA,0.115755620952296,NA,0.0453228919762128,NA,0.0432348716301061,NA,0.166846383624663,NA,0.134048875483206,NA
